epoch,time,train_loss,val_loss,train_loss_q,train_loss_reg,val_loss_q,val_loss_reg
0,17.656278610229492,289.6786679354581,91.94129180908203,289.3696758963845,0.3089929244723118,91.84197998046875,0.09931245744228363
1,16.92435097694397,118.12228098782626,67.375927734375,118.02462508461691,0.09765658027961327,66.90575790405273,0.4701704204082489
2,16.917639017105103,80.52353945645419,56.82187118530273,80.25356908278032,0.2699705877087333,56.65343322753906,0.1684373587369919
3,16.7653546333313,61.21772545034235,51.74172821044922,61.04177661375566,0.17594844475388527,51.54785385131836,0.1938740998506546
4,16.80640411376953,60.169646523215555,46.20662994384766,60.053593982349746,0.11605217355959625,46.044744873046874,0.16188482642173768
5,16.734912872314453,52.424699956720524,43.36791152954102,52.314067277041346,0.11063295924528078,43.25245208740235,0.1154600813984871
6,16.737713098526,42.53481088985097,40.59869499206543,42.31438554417003,0.22042530368674884,40.407189559936526,0.19150544404983522
7,16.49843406677246,37.99271336468783,36.16394309997558,37.750642039559104,0.2420713258060542,35.946345520019534,0.2175974577665329
8,16.662675857543945,33.63511831110174,33.58262672424316,33.34519863128662,0.2899196212264625,33.29462852478027,0.2879980802536011
9,16.661864519119263,29.666302637620404,31.063943481445314,29.331880569458008,0.3344219834967093,30.730728912353516,0.3332150399684906
10,16.695906162261963,26.85780475356362,29.1047004699707,26.512927532196045,0.34487720917571674,28.771471405029295,0.33322860598564147
11,16.723395824432373,24.90163050998341,26.619007873535157,24.54086318883029,0.3607673103159124,26.226560211181642,0.39244760274887086
12,16.683863162994385,23.38395105708729,24.563673782348634,22.9869130524722,0.39703778448429977,24.183404541015626,0.38026903867721557
13,16.756348848342896,21.964525092731822,22.598130798339845,21.53469878976995,0.4298263740810481,22.18716697692871,0.41096373796463015
14,16.772215843200684,20.84510746869174,20.92219352722168,20.392610549926758,0.45249674198302353,20.466572570800782,0.4556213080883026
15,16.708611488342285,19.30745530128479,19.90742416381836,18.81144701350819,0.4960082390091636,19.418663024902344,0.48876107335090635
16,16.637596130371094,17.886791424317792,17.507440757751464,17.37440720471469,0.5123842805624008,17.001267623901366,0.5061729550361633
17,16.70769238471985,16.403111457824707,16.019034004211427,15.878797162662853,0.5243142802606929,15.512964820861816,0.506069153547287
18,16.62601399421692,15.144672870635986,14.96187686920166,14.611663926731456,0.533008917488835,14.421571159362793,0.5403056979179383
19,16.771957635879517,14.2131667137146,14.390314292907714,13.665176803415472,0.5479900213805112,13.851242446899414,0.539071524143219
20,16.749449014663696,13.433567957444625,13.13089542388916,12.876366160132669,0.5572017654776573,12.600033950805663,0.5308613121509552
21,16.743483543395996,12.528317949988626,12.189604949951171,11.975004434585571,0.5533134456385266,11.662191200256348,0.5274137854576111
22,16.636181354522705,11.96872971274636,11.721294593811034,11.444108908826655,0.5246207903731953,11.233065223693847,0.4882292926311493
23,16.648789882659912,290.4128426638517,142.38370056152343,289.69583955678075,0.71700538627126,141.5527557373047,0.8309460163116456
24,16.720995903015137,83.70609990033236,35.53914375305176,83.3880780393427,0.31802172281525354,35.32796783447266,0.21117576360702514
25,16.761343717575073,35.38334293798967,24.028158569335936,35.09037912975658,0.292963868515058,23.683394622802734,0.344763970375061
26,16.75172996520996,26.209352233193137,20.896442413330078,25.9177509654652,0.29160121929916466,20.633695983886717,0.2627465844154358
27,16.630939960479736,22.60240522297946,18.819567108154295,22.32826170054349,0.2741435640914874,18.546441650390626,0.2731253445148468
28,16.731452465057373,20.549733487042513,17.748894691467285,20.252390319650825,0.29734319245273416,17.453030014038085,0.2958647429943085
29,16.704479217529297,18.85578400438482,16.91055850982666,18.56903576850891,0.28674809397621587,16.619371032714845,0.29118741154670713
30,16.637994527816772,17.629645347595215,16.017667388916017,17.35227166522633,0.27737361429767177,15.741117095947265,0.2765501618385315
31,16.609976768493652,16.51159277829257,15.141411399841308,16.234745242378928,0.27684755487875506,14.859702873229981,0.2817086040973663
32,16.707627296447754,15.579388119957663,14.573545837402344,15.308326201005416,0.2710619162429463,14.31041145324707,0.2631343901157379
33,16.703551054000854,14.774626753546976,13.945481300354004,14.509102387861772,0.2655244307084517,13.673551750183105,0.271929594874382
34,16.703323364257812,14.157023256475275,13.544711494445801,13.883539806712758,0.2734834826128049,13.273362731933593,0.2713487893342972
35,16.664649963378906,13.673410524021495,13.096174812316894,13.397916772148825,0.27549373460086907,12.819644165039062,0.27653045654296876
36,16.626765489578247,13.232751607894897,12.658119392395019,12.948883078315042,0.2838685126467185,12.356406211853027,0.30171323418617246
37,16.677551984786987,12.820011724125255,12.329530715942383,12.529020136052912,0.29099158637902955,12.02775592803955,0.3017747402191162
38,16.71452021598816,12.434186653657394,11.917951583862305,12.128620754588734,0.30556585267186165,11.626802444458008,0.2911491751670837
39,16.753567934036255,11.976858334107833,11.64758071899414,11.67313900860873,0.3037192587825385,11.324730682373048,0.3228501915931702
40,16.64029622077942,11.716500737450339,11.333263206481934,11.399014277891679,0.3174864243377339,11.023255538940429,0.3100076258182526
41,16.693739891052246,11.415812752463601,11.033709526062012,11.094320210543545,0.3214925859462131,10.721094703674316,0.31261464953422546
42,16.651138305664062,11.131267027421432,10.787010955810548,10.802220832217824,0.3290461437268691,10.456904029846191,0.33010701537132264
43,16.613651037216187,10.8956566398794,10.600473022460937,10.553844809532166,0.34181188859722833,10.241790580749512,0.3586824953556061
44,16.644731521606445,10.62231107191606,10.400080680847168,10.254793611439792,0.36751749976114795,10.022770881652832,0.37730982303619387
45,16.800491333007812,10.395412889393894,10.191607666015624,10.009468013590032,0.38594489138234744,9.801884841918945,0.38972272276878356
46,16.680554151535034,10.180487914518876,10.061804008483886,9.760585329749368,0.41990260779857635,9.62911148071289,0.43269269466400145
47,16.76972794532776,9.98568623716181,9.883260726928711,9.556586373936046,0.42909992418505927,9.459382438659668,0.4238783657550812
48,16.678203105926514,9.809960549527949,9.714417266845704,9.362741492011331,0.4472190493887121,9.290092468261719,0.4243247449398041
49,16.60228991508484,9.650410879742015,9.620870208740234,9.187375686385415,0.4630351825193925,9.176095771789551,0.44477452635765075
