epoch,time,train_loss,val_loss
0,7.08421516418457,346.60400147871536,108.14025421142578
1,6.371387004852295,127.82867102189498,72.57881622314453
2,6.381571531295776,98.7377517006614,62.00812911987305
3,6.353553771972656,77.03754685141824,53.928778076171874
4,6.265214920043945,63.41728011044589,47.569496154785156
5,6.178965330123901,52.600736964832656,41.24331130981445
6,6.237528562545776,48.2811861038208,39.502003860473636
7,6.274082899093628,40.96167902512984,37.37823638916016
8,6.279098033905029,37.51150764118541,35.45561904907227
9,6.272585391998291,32.986988284371115,32.01428375244141
10,6.2772252559661865,32.19481732628562,42.15619430541992
11,6.247799634933472,33.523676265369765,27.489905548095702
12,6.273684740066528,29.109367067163642,28.415986633300783
13,6.193822145462036,24.864721168171275,25.100989532470702
14,6.207964897155762,23.232409780675713,22.84309616088867
15,6.21976900100708,21.905643116344105,21.593254852294923
16,6.245276927947998,20.52752085165544,20.02676887512207
17,6.183255672454834,19.01817362958735,18.634552001953125
18,6.169261932373047,17.569556041197345,16.540355682373047
19,6.209650278091431,16.182739452882245,14.92398681640625
20,6.285870790481567,14.84833136471835,13.927678871154786
21,6.22352933883667,13.774357795715332,12.881402015686035
22,6.207334995269775,13.015102418986233,12.183479309082031
23,6.229831695556641,12.317174857312983,11.567888641357422
24,6.224383592605591,11.796000339768149,11.159144592285156
25,6.150588274002075,11.34673617102883,10.857171440124512
26,6.1637537479400635,10.897381934252651,10.54826717376709
27,6.167213439941406,10.635529669848355,10.44263801574707
28,6.141931533813477,10.300167473879727,10.059310913085938
29,6.160917520523071,10.021116982806813,9.874504089355469
30,6.090980768203735,9.653719728643244,9.707072067260743
31,6.181082487106323,9.40807370706038,9.506424140930175
32,6.1189069747924805,9.175619103691794,9.431080627441407
33,6.100684404373169,8.916072964668274,9.163028049468995
34,6.058784484863281,8.682696960189126,9.13198013305664
35,6.121201753616333,8.549501885067333,8.874143314361572
36,6.155030250549316,8.32081343910911,8.747253036499023
37,6.106548309326172,8.150677876038985,8.804673290252685
38,6.130143642425537,7.9730800715359775,8.479183006286622
39,6.096001625061035,7.697618051008745,8.38349666595459
40,6.141590356826782,7.5604365847327495,8.189076137542724
41,6.1505372524261475,7.443481033498591,7.998475646972656
42,6.112136602401733,7.312565510923212,7.9761223793029785
43,6.087206602096558,7.202460527420044,7.804053115844726
44,6.124995231628418,7.07950729673559,7.649924468994141
45,6.104980707168579,6.9579971920360215,7.411973667144776
46,6.076037645339966,6.885901570320129,7.426756572723389
47,6.148269176483154,6.7330686179074375,7.191368103027344
48,6.114978075027466,6.660641637715426,7.193437671661377
49,6.107865333557129,6.536295674063942,6.9904351234436035
