epoch,time,train_loss,val_loss,train_loss_q,train_loss_reg,val_loss_q,val_loss_reg
0,18.40768599510193,322.5485043959184,108.86128845214844,322.52429181879216,0.024213225316171618,108.85292053222656,0.008366384916007519
1,17.231486797332764,123.99262636358088,70.37656478881836,123.98205150257458,0.010574520486195317,70.35850219726562,0.0180624783039093
2,17.20241618156433,92.1525747125799,61.6238410949707,92.14653908122669,0.006036057772606992,61.620582580566406,0.0032582655549049377
3,17.13092851638794,72.53886638988148,58.62032928466797,72.53727574781938,0.001590248868813598,58.62015914916992,0.00016997756174532696
4,17.100903749465942,58.191809697584674,48.34707412719727,58.1860876083374,0.005722116394171841,48.336343383789064,0.010731270536780357
5,17.049118995666504,52.92356061935425,45.15593948364258,52.91695282676003,0.0066080058247528295,45.14720458984375,0.008734450303018093
6,16.987446308135986,47.24244924025102,39.60800437927246,47.2350886518305,0.007360568106047471,39.5994270324707,0.008577412739396096
7,17.01930856704712,43.04533390565352,35.67364387512207,43.03786234422164,0.007471521908883005,35.66357765197754,0.010065558925271034
8,16.99911618232727,43.15486461466009,34.26573638916015,43.14568276838823,0.009181700107133524,34.25446662902832,0.011270160786807537
9,17.029010772705078,42.551195491443984,33.983100509643556,42.541603565216064,0.009591793556782332,33.973946762084964,0.009154044091701508
10,17.019331693649292,35.897469477220014,31.17997016906738,35.89000350778753,0.007465747576630251,31.17139129638672,0.008578373491764069
11,16.997955799102783,29.902473406358197,26.635898208618165,29.89153632250699,0.010937097651714628,26.6250431060791,0.010855240374803543
12,17.05815553665161,27.9793175350536,24.237821960449217,27.967881419441916,0.011436150557446208,24.22810935974121,0.009712415933609008
13,17.204747438430786,26.921571904962715,22.07740898132324,26.90904019095681,0.012531615497375076,22.065990829467772,0.011418193764984607
14,17.08240795135498,25.286703608252786,21.088445281982423,25.273577625101264,0.013125990729101679,21.074886322021484,0.013558624684810639
15,16.996272087097168,23.969080274755303,20.186884307861327,23.954816059632734,0.014264194993302226,20.173080062866212,0.01380429621785879
16,16.978956937789917,22.14760767329823,19.05605411529541,22.132787509398028,0.014820172430270097,19.040503883361815,0.015550096891820431
17,17.12583065032959,20.371484518051147,17.895072555541994,20.356305014003407,0.015179494755681266,17.879852104187012,0.015220364369452
18,16.990722179412842,18.14342357895591,16.204444122314452,18.12844274260781,0.014980835183946923,16.188651466369627,0.015792767889797686
19,16.96016001701355,17.072245489467274,15.381964683532715,17.05713404308666,0.015111373229460283,15.366071701049805,0.015893001481890677
20,17.079954147338867,16.14031444896351,14.51563835144043,16.12448315186934,0.015831392364237796,14.499334335327148,0.016304117254912855
21,16.97822380065918,15.266420927914707,13.867791557312012,15.249979777769608,0.016441216628829188,13.851555824279785,0.016235964931547643
22,16.99851393699646,14.321328314867886,13.239056968688965,14.30504322052002,0.01628514734858816,13.223219108581542,0.015837949328124525
23,16.95775079727173,13.651595115661621,12.741531944274902,13.635563438588923,0.016031679972498256,12.724373817443848,0.017158046551048755
24,16.949079036712646,12.945634440942245,12.222423553466797,12.930429176850753,0.015205332734198733,12.20628604888916,0.016137547232210635
25,16.708520650863647,12.406081860715693,11.598816299438477,12.392610506577926,0.013471363218162547,11.582250213623047,0.016565988957881927
26,16.966888904571533,11.864422234621914,11.163920593261718,11.85276158289476,0.011660661463710394,11.14932918548584,0.014591546170413494
27,16.915256023406982,11.373730085112832,10.646097946166993,11.363219651308926,0.010510442789051343,10.632313919067382,0.013783840648829936
28,16.87109065055847,10.936953988942234,10.309497261047364,10.927727038210088,0.009226945715702393,10.298364448547364,0.011133034154772759
29,17.006677627563477,10.557985880158164,9.994970703125,10.550465973940762,0.007519900057972832,9.986380195617675,0.008590515237301588
30,16.900754690170288,10.21211319619959,9.599517059326171,10.206416151740335,0.0056970445068807085,9.593227767944336,0.006289123184978962
31,16.890933990478516,9.896726044741543,9.456332397460937,9.891177307475697,0.005548694377384064,9.448827743530273,0.007504524290561676
32,16.953551292419434,9.6122962995009,9.056314659118652,9.605628902261907,0.006667310557201166,9.047500801086425,0.008813964203000069
33,16.9798367023468,9.255013357509267,8.838855934143066,9.248418883843856,0.006594455793013119,8.830685997009278,0.008170062489807606
34,16.98992609977722,9.06158738786524,8.73266315460205,9.05502467805689,0.006562686427390541,8.72490577697754,0.00775730013847351
35,16.929441452026367,8.732993581078269,8.442844009399414,8.725609389218418,0.00738421204732731,8.434163665771484,0.008680317550897598
36,16.87458062171936,8.483523813160984,8.344588470458984,8.476787978952581,0.0067358816238331865,8.33644962310791,0.008138739503920078
37,17.030539751052856,8.254642757502468,8.29163579940796,8.247854005206715,0.006788753391116519,8.283845710754395,0.007790066115558147
38,16.836873292922974,8.145291675220836,8.125964069366455,8.138492855158718,0.006798837016421286,8.118609523773193,0.007354620192199945
39,16.90056300163269,7.8804284876043145,8.000585651397705,7.873884916305542,0.0065435720501806245,7.993365955352783,0.0072197805158793925
40,16.9659743309021,7.758415514772588,7.867109394073486,7.752033125270497,0.006382343216418204,7.860428428649902,0.0066810186952352526
41,16.83026885986328,7.613521467555653,7.8213134765625,7.60664567080411,0.006875805821354416,7.813139343261719,0.00817418061196804
42,16.87441921234131,7.4587237509814175,7.683115482330322,7.451314135031267,0.007409611600451171,7.673761177062988,0.009354370832443237
43,16.874573707580566,7.338521025397561,7.5426851272583,7.329295190897855,0.009225847993300042,7.533020687103272,0.009664502553641796
44,17.05968427658081,7.228534199974754,7.37062349319458,7.218488758260554,0.010045448021793907,7.358292961120606,0.012330499105155468
45,16.960399627685547,7.12042947248979,7.338969707489014,7.108212893659418,0.012216546276414936,7.325743961334228,0.013225773349404335
46,16.875659942626953,7.013030724091963,7.134997272491455,7.0006877834146675,0.012342906408858571,7.122787952423096,0.01220918856561184
47,16.91690707206726,6.940240047194741,7.033814239501953,6.927147561853582,0.01309246387840672,7.020491313934326,0.013322871178388596
48,16.916906595230103,6.868552934039723,6.883884906768799,6.854138265956532,0.014414668252522295,6.8699461936950685,0.013938765414059162
49,16.84844660758972,6.746150027621876,6.8294069290161135,6.732019749554721,0.01413030249320648,6.815464019775391,0.013942806422710419
