1506=1506
2595=2595
3536=3536
928=928
1657>928
1669=1669
2637>1669
1550=1550
1552>1550
3158>1552
3249>3158
105=105
1228>105
4894>1228
940=940
4842>940
2858=2858
4352>2858
913=913
3463>913
3553>3463
3917=3917
4255>3917
4624=4624
3374=3374
2584=2584
2741>2584
4028>2741
2657=2657
4508>2657
1121=1121
1574>1121
3726>1574
4222>3726
3587=3587
848=848
1787>848
847=847
2263>847
2828>2263
3424>2828
1710=1710
3415>1710
295=295
356>295
1403>356
3498>1403
1905=1905
2094>1905
2754>2094
1026=1026
2146>1026
2898>2146
4263>2898
4913=4913
4384=4384
203=203
4759>203
2847=2847
553=553
1362>553
4696>1362
3886=3886
261=261
1131>261
4307>1131
3334=3334
705=705
2655>705
3936=3936
4200=4200
1953=1953
3719>1953
4932>3719
1690=1690
3867>1690
2110=2110
2987>2110
2495=2495
4335>2495
1245=1245
3462>1245
264=264
339=339
3195=3195
1400=1400
3353>1400
2025=2025
2861>2025
4072>2861
160=160
335>160
2963>335
4887=4887
259=259
302>259
3367=3367
2062=2062
3098>2062
4652>3098
4724>4652
4897>4724
3026=3026
3788>3026
3921>3788
4005>3921
140=140
413>140
811>413
1584=1584
2862>1584
3516>2862
4487>3516
378=378
1996>378
3390>1996
3956>3390
3320=3320
2667=2667
3811>2667
4340>3811
567=567
3640>567
3171=3171
4482>3171
290=290
1347>290
1815>1347
1825>1815
4494>1825
237=237
624>237
1230>624
1427>1230
2255>1427
1680=1680
4709>1680
4816>4709
483=483
3396>483
4242>3396
4471=4471
4496>4471
1512=1512
3233>1512
4976>3233
1125=1125
4458>1125
2833=2833
957=957
1425>957
1596>1425
3585>1596
4947>3585
286=286
838>286
2589>838
4443>2589
437=437
1676>437
1726>1676
2022=2022
2092>2022
2638>2092
3335>2638
3879>3335
3885>3879
2244=2244
4813>2244
1752=1752
1925>1752
2626>1925
3504>2626
4345>3504
4138=4138
4502>4138
4575>4502
1264=1264
2230>1264
1551=1551
4812>1551
4867>4812
1817=1817
3106>1817
3268>3106
4376>3268
872=872
1437>872
2594>1437
3972>2594
4964>3972
2864=2864
3027>2864
4146>3027
1985=1985
4349=4349
2520=2520
539=539
2999>539
3279>2999
1667=1667
2582>1667
2623>2582
3336>2623
3679>3336
4988>3679
650=650
3621>650
1743=1743
3839>1743
4540>3839
1385=1385
1870>1385
4197>1870
4917=4917
423=423
659>423
2430=2430
4311>2430
4919>4311
1048=1048
2646>1048
2827>2646
4406=4406
784=784
1605>784
1837>1605
2=2
587>2
2339>587
116=116
867>116
2140>867
2557>2140
14=14
2385>14
2719>2385
3095>2719
916=916
1457>916
2278>1457
1681=1681
3310>1681
4554>3310
1019=1019
2351>1019
4250>2351
3702=3702
4695>3702
1312=1312
2251>1312
996=996
2219>996
3303>2219
4677>3303
4927>4677
1873=1873
3060>1873
4999=4999
3316=3316
3364>3316
622=622
3643>622
4189>3643
4738>4189
2020=2020
3962>2020
3064=3064
1369=1369
4279>1369
4446>4279
1760=1760
2073>1760
4033>2073
149=149
2625>149
2786>2625
4027>2786
945=945
2629>945
3420>2629
3669=3669
3341=3341
4365>3341
1045=1045
2884>1045
3452>2884
4730>3452
568=568
1627>568
2031>1627
2774>2031
2792=2792
4404>2792
109=109
342>109
1662>342
3232>1662
3687>3232
821=821
1529>821
1554>1529
2664>1554
3252>2664
4144>3252
2825=2825
1652=1652
1599=1599
3934>1599
2059=2059
2233>2059
3029=3029
2957=2957
4900>2957
2382=2382
3705>2382
3954=3954
4100>3954
4991>4100
1073=1073
1426>1073
1538>1426
1557>1538
2747>1557
3495>2747
3772>3495
3955>3772
4294>3955
0=0
1875>0
1803=1803
2171>1803
4037>2171
4465>4037
2873=2873
1348=1348
4447>1348
4577>4447
1132=1132
2200>1132
2379=2379
74=74
475>74
569>475
691>569
894>691
1931=1931
2874>1931
3312>2874
422=422
2537>422
2735>2537
3767>2735
4014>3767
4766>4014
450=450
2328>450
4800>2328
4326=4326
2939=2939
3343>2939
593=593
1090>593
2930>1090
4679=4679
3858=3858
4141>3858
1089=1089
1528>1089
1556>1528
2720>1556
3299>2720
3675>3299
213=213
284>213
201=201
1127>201
952=952
3398=3398
4606>3398
790=790
2374>790
987=987
4484>987
4654>4484
4885>4654
4104=4104
431=431
1460=1460
2420>1460
3623>2420
1214=1214
2738=2738
312=312
2642>312
3775>2642
4107=4107
752=752
878>752
1614>878
2994>1614
4936>2994
4600=4600
865=865
4840>865
2236=2236
2260=2260
2195=2195
2357>2195
3454>2357
5=5
4681=4681
2935=2935
4114>2935
605=605
2454>605
2456>2454
4236>2456
480=480
1537>480
2401>1537
943=943
1363>943
1626>1363
4560>1626
1666=1666
2123>1666
2945=2945
3610>2945
4866>3610
1092=1092
1520>1092
2618>1520
4381>2618
4707>4381
28=28
837>28
1714>837
2494>1714
4683>2494
3637=3637
3780>3637
4785>3780
1547=1547
2044>1547
4903>2044
2168=2168
2218>2168
3413>2218
4348>3413
3429=3429
2947=2947
3276>2947
4237>3276
2684=2684
2820=2820
3363>2820
1949=1949
565=565
779>565
1446>779
17=17
954>17
1818>954
2846>1818
3307>2846
331=331
1804>331
2621>1804
4207>2621
4420>4207
120=120
3838>120
4535>3838
2338=2338
2567>2338
626=626
3021>626
3140>3021
3656>3140
817=817
1350>817
1979=1979
2807>1979
3443>2807
3712>3443
4332>3712
4666>4332
4756>4666
4781>4756
2570=2570
462=462
1637>462
2824>1637
2875>2824
4240>2875
4732>4240
4888>4732
3182=3182
1504=1504
875=875
1923=1923
2183>1923
2344>2183
2018=2018
2775>2018
4158>2775
4256>4158
499=499
1832>499
673=673
4616>673
123=123
3985>123
4377>3985
164=164
1568>164
2372>1568
3259=3259
4640>3259
1120=1120
2859>1120
2982>2859
3470>2982
3146=3146
4883>3146
2354=2354
4270>2354
834=834
1721>834
1789>1721
2895>1789
3052>2895
343=343
1374>343
4551>1374
133=133
3246>133
170=170
1352>170
1418>1352
2161>1418
1076=1076
956=956
1516>956
2047=2047
2107>2047
3313>2107
4805=4805
632=632
1153>632
2095>1153
1139=1139
1376>1139
2469>1376
110=110
114>110
2983>114
3823=3823
3958>3823
4327>3958
4958=4958
540=540
2910=2910
2597=2597
4457>2597
1265=1265
533=533
2086>533
785=785
4492>785
102=102
617>102
4318>617
769=769
941>769
1683>941
3400>1683
3555=3555
713=713
1094>713
2758>1094
527=527
816>527
2360>816
3680>2360
1459=1459
1344=1344
4369>1344
4952>4369
3379=3379
4325>3379
1961=1961
2291>1961
2575>2291
3734>2575
1541=1541
1994=1994
464=464
1428>464
1640>1428
2787>1640
3124>2787
4886>3124
885=885
3685>885
3510=3510
15=15
3053>15
1567=1567
3402=3402
3432>3402
3611>3432
4396>3611
697=697
823>697
3460>823
3665>3460
3844>3665
2042=2042
3787=3787
3366=3366
3654>3366
4032>3654
2180=2180
606=606
2125>606
2209>2125
2342>2209
4714=4714
1830=1830
4023>1830
2665=2665
4125>2665
791=791
3503>791
3931>3503
4112=4112
2318=2318
2841=2841
4133=4133
4321>4133
803=803
2197>803
3022=3022
4740>3022
1659=1659
1922>1659
739=739
2790>739
4658>2790
41=41
1361>41
1544>1361
3923>1544
4477=4477
1432=1432
930=930
3542=3542
1715=1715
2658>1715
4828>2658
1950=1950
2986>1950
3086>2986
3308>3086
781=781
4126=4126
602=602
854>602
3489>854
4451=4451
1208=1208
1372=1372
2414=2414
1392=1392
2246=2246
2978=2978
3093>2978
3918>3093
1691=1691
1084=1084
2185>1084
927=927
1853>927
3502>1853
877=877
933>877
3302>933
4810>3302
2308=2308
4150>2308
1756=1756
4645>1756
303=303
4103>303
1164=1164
1319>1164
3683>1319
3797>3683
4039>3797
3678=3678
3749>3678
4151>3749
1191=1191
1766>1191
2848>1766
4661>2848
2416=2416
1357=1357
1463>1357
1610>1463
1694>1610
2424>1694
4832>2424
381=381
818>381
2026>818
2561>2026
333=333
596>333
638>596
748>638
3523>748
276=276
671=671
2733>671
4243>2733
4272>4243
336=336
1298>336
2890>1298
2961>2890
3592>2961
458=458
647>458
372=372
657=657
3189>657
2739=2739
3265>2739
677=677
2501>677
1619=1619
1822=1822
4963>1822
3200=3200
4729>3200
1321=1321
1485>1321
4238>1485
2437=2437
3795>2437
4259>3795
4267>4259
205=205
2224>205
2688>2224
3371=3371
127=127
1080>127
454=454
621=621
3206>621
3568>3206
3676>3568
4006>3676
4547>4006
1007=1007
3074>1007
4074>3074
3612=3612
298=298
2546>298
4582>2546
353=353
4676>353
1294=1294
2310>1294
693=693
3382>693
1919=1919
4779>1919
179=179
1687>179
491=491
802>491
936>802
1492>936
3673>1492
3961>3673
1970=1970
2212>1970
250=250
489>250
3554>489
147=147
1930>147
3533>1930
3595>3533
2173=2173
2384>2173
1179=1179
2519>1179
2522>2519
1453=1453
1532>1453
4164>1532
581=581
2013>581
2081>2013
2253>2081
2550>2253
4470>2550
4501>4470
4574>4501
918=918
1511>918
1675>1511
2678>1675
595=595
1196=1196
3590>1196
3815>3590
1270=1270
2608>1270
3559>2608
1810=1810
4807>1810
2143=2143
4862>2143
2563=2563
3995>2563
4395=4395
337=337
1763>337
4726>1763
4935>4726
3511=3511
3949>3511
4612>3949
4720>4612
4890>4720
3239=3239
4973>3239
451=451
2276>451
3350>2276
3754>3350
2429=2429
2949>2429
3333=3333
235=235
3842>235
4393>3842
2130=2130
3347>2130
3467>3347
3561>3467
641=641
1861>641
4452>1861
1227=1227
1452=1452
1833>1452
2010>1833
2030>2010
3357>2030
3457>3357
4026>3457
4798>4026
3773=3773
4518>3773
487=487
627>487
1025>627
4211>1025
2639=2639
3015>2639
3348>3015
3418=3418
226=226
1745>226
3518>1745
4266>3518
4460>4266
405=405
2745>405
2928>2745
3992>2928
4432>3992
2746=2746
2953>2746
1559=1559
2518>1559
3471>2518
1609=1609
2636>1609
4855>2636
1180=1180
2596>1180
774=774
2772=2772
1340=1340
725=725
1396>725
1912>1396
248=248
3529=3529
4481>3529
1072=1072
2117>1072
2604>2117
3755=3755
3853>3755
4258>3853
4280>4258
4625>4280
3507=3507
4659>3507
379=379
2213=2213
494=494
2651>494
4856>2651
2952=2952
4248>2952
195=195
3874>195
4611>3874
965=965
564=564
2631=2631
524=524
3774>524
4383>3774
3975=3975
2280=2280
1874=1874
1278=1278
3519=3519
903=903
1499=1499
1651>1499
1882>1651
1908>1882
2645>1908
2916>2645
4208>2916
4675>4208
1957=1957
2289=2289
2439>2289
2196=2196
2940>2196
3207>2940
2103=2103
3606=3606
3626>3606
4160>3626
1168=1168
4977=4977
4846=4846
2408=2408
498=498
4346>498
3323=3323
1812=1812
3039>1812
3635>3039
3984>3635
4370=4370
532=532
1706=1706
4363>1706
4734>4363
1049=1049
4802>1049
2273=2273
4173>2273
4435>4173
689=689
4195>689
4994>4195
200=200
2079>200
2707>2079
414=414
805>414
951>805
1274>951
1641>1274
1678>1641
4278>1678
4961>4278
882=882
884>882
1136>884
1790>1136
3447>1790
1852=1852
1107=1107
3458>1107
4312=4312
1258=1258
1768>1258
2937>1768
2996>2937
4486>2996
757=757
3871>757
166=166
1020>166
1906>1020
3100>1906
3372>3100
3847>3372
4437>3847
209=209
4876>209
3421=3421
4373>3421
1466=1466
1983>1466
2149>1983
558=558
2493>558
2922>2493
1723=1723
3245>1723
35=35
341>35
389>341
763>389
767>763
1483>767
3024>1483
570=570
571>570
521=521
751>521
2403>751
2956>2403
3720>2956
4528=4528
1110=1110
3742>1110
1322=1322
1328>1322
1679>1328
2150>1679
1707=1707
1792>1707
1041=1041
50=50
639>50
2330>639
2600>2330
4148>2600
2441=2441
4553>2441
311=311
438>311
970>438
3381>970
3987>3381
3496=3496
3628>3496
4298>3628
2268=2268
4115>2268
223=223
1498>223
2397>1498
1991=1991
2127>1991
2763>2127
3055>2763
3482>3055
4966>3482
801=801
1515>801
34=34
589>34
1974>589
4257>1974
4715=4715
1381=1381
1693>1381
3655>1693
128=128
2740>128
2853=2853
1945=1945
2012>1945
2611>2012
1481=1481
2048>1481
3101>2048
3752>3101
4901=4901
3451=3451
3965>3451
4101>3965
4227>4101
4576>4227
2004=2004
3014>2004
232=232
654>232
3717>654
2770=2770
3051>2770
4758>3051
662=662
1705>662
1791>1705
2176=2176
3695>2176
365=365
1145>365
3957=3957
1204=1204
3836>1204
177=177
1620>177
56=56
4910>56
468=468
2322>468
937=937
3801>937
2082=2082
901=901
4275>901
4904>4275
1229=1229
1686>1229
2896>1686
3485>2896
3714>3485
1393=1393
1971>1393
550=550
839>550
3578>839
3822>3578
3942>3822
2203=2203
912=912
1731>912
4542>1731
4635>4542
206=206
2097>206
2376>2097
3916>2376
4753>3916
2445=2445
4806>2445
4875>4806
511=511
1819>511
625=625
947>625
2090>947
3586>2090
393=393
1857>393
3282>1857
4417=4417
1343=1343
3966>1343
4291=4291
1482=1482
3929>1482
1192=1192
2221>1192
2802=2802
4425=4425
2326=2326
2500>2326
4510=4510
4786>4510
500=500
1909>500
3483>1909
3209=3209
4282>3209
4394>4282
479=479
2093>479
371=371
4424=4424
4879>4424
3515=3515
85=85
886>85
1216>886
2049>1216
2355>2049
2764>2355
3210>2764
2228=2228
2885=2885
3486>2885
1062=1062
4218>1062
1417=1417
2256>1417
905=905
3375=3375
3800>3375
1455=1455
813=813
2529>813
2762>2529
3167>2762
1064=1064
3566=3566
257=257
3184=3184
1591=1591
3644=3644
3070=3070
4135>3070
1840=1840
4602=4602
91=91
788>91
4757>788
1423=1423
1010=1010
2421=2421
4648>2421
3964=3964
3694=3694
1727=1727
2931>1727
3570=3570
3721>3570
4062>3721
334=334
1673=1673
2216=2216
1473=1473
2507>1473
2681>2507
282=282
59=59
1490=1490
1928>1490
4584>1928
175=175
1734>175
1764>1734
2138>1764
2178>2138
3525>2178
3668>3525
719=719
1944>719
2897>1944
3217>2897
4172>3217
2348=2348
2436>2348
2836>2436
3007>2836
3186>3007
97=97
614>97
2340>614
2672>2340
1856=1856
1858>1856
4415>1858
549=549
573>549
3263>573
288=288
390>288
1644>390
4971>1644
18=18
88>18
3016>88
1461=1461
2156>1461
426=426
4655>426
1879=1879
2863>1879
1292=1292
1629>1292
2370>1629
3664>2370
3699>3664
4794>3699
2491=2491
3222>2491
4090>3222
138=138
391>138
1824>391
2622>1824
3869>2622
4093>3869
4644>4093
4969>4644
1449=1449
4317>1449
4980>4317
4984>4980
623=623
1226>623
3275>1226
2035=2035
3805>2035
908=908
2909>908
3835>2909
216=216
1664>216
2395=2395
1503=1503
296=296
1102>296
1341>1102
2193>1341
362=362
2352>362
4878>2352
1956=1956
2240>1956
4789>2240
57=57
909>57
1536>909
3037>1536
3202>3037
3384>3202
4350>3384
323=323
658>323
1458>658
3876>1458
695=695
1330>695
3692>1330
583=583
1783>583
1255=1255
1978>1255
3157>1978
3203>3157
3219=3219
3373=3373
4179>3373
4782>4179
552=552
1242>552
4010=4010
2888=2888
4413>2888
1487=1487
1251=1251
2751>1251
3750>2751
4225>3750
384=384
3571>384
3789>3571
3646=3646
3737>3646
3344=3344
3941>3344
4204>3941
396=396
4193>396
3946=3946
1560=1560
2061>1560
4430>2061
252=252
1413>252
1986>1413
2649>1986
2329=2329
219=219
1476>219
3036>1476
3661>3036
1524=1524
2653>1524
2722=2722
385=385
2674>385
2691=2691
2796>2691
3144>2796
729=729
1146>729
230=230
4636>230
1307=1307
4382>1307
4434>4382
664=664
1947=1947
2007>1947
2229>2007
3425>2229
772=772
3888>772
3891>3888
798=798
2119=2119
2839>2119
4065>2839
3365=3365
4607>3365
1668=1668
2151=2151
2605>2151
3948>2605
649=649
1772>649
4995>1772
134=134
2282>134
291=291
1597>291
4068>1597
728=728
277=277
3875>277
3982>3875
131=131
2056=2056
4339>2056
3810=3810
2753=2753
4898=4898
1795=1795
90=90
3484>90
4449=4449
862=862
2448=2448
4163=4163
3078=3078
1260=1260
3154>1260
2617=2617
3901>2617
890=890
2136>890
113=113
831>113
1465=1465
1658>1465
129=129
579>129
1291>579
2199>1291
2865>2199
2392=2392
2721>2392
2759>2721
1711=1711
4217>1711
3854=3854
4056>3854
4387>4056
121=121
2166>121
2857>2166
274=274
2632>274
4066>2632
4147>4066
4512>4147
607=607
1399>607
1701>1399
1958>1701
3473>1958
3577>3473
4476>3577
1118=1118
94=94
4292>94
2900=2900
45=45
4221>45
4174=4174
4975=4975
1060=1060
11=11
1224>11
3298=3298
4777>3298
1159=1159
1231>1159
3076=3076
1977=1977
2776>1977
4571=4571
4562=4562
3097=3097
873=873
929=929
3179>929
4251>3179
143=143
3689>143
1263=1263
1821>1263
1927>1821
350=350
982>350
1290>982
1355>1290
2476>1355
2547>2476
3528=3528
294=294
1967>294
2271>1967
3177>2271
3530>3177
251=251
269>251
844>269
3988>844
4040>3988
4783>4040
329=329
1108>329
3814>1108
4398>3814
4692>4398
84=84
403>84
899>403
1636>899
2181>1636
2220>2181
4643>2220
4985>4643
1135=1135
1332>1135
1555>1332
2644>1555
2689>2644
3262>2689
1195=1195
2327>1195
2434>2327
2803>2434
2478=2478
503=503
2422=2422
3031>2422
3130>3031
1848=1848
2893>1848
3545>2893
281=281
891>281
1431>891
425=425
3573>425
55=55
394>55
669>394
2226>669
4246>2226
4642>4246
470=470
819>470
2742>819
2808>2742
507=507
1621>507
3636>1621
2284=2284
2990=2990
3543>2990
4368>3543
22=22
1486>22
1849>1486
4754>1849
165=165
2008>165
2032>2008
4835>2032
103=103
2356>103
2564>2356
3221>2564
4463>3221
4500>4463
850=850
1001>850
1095>1001
1522>1095
81=81
119>81
2669>119
3660>2669
1199=1199
1530>1199
2988>1530
2677=2677
855=855
1365>855
3446>1365
3703>3446
3706=3706
4402>3706
212=212
966>212
1613>966
4113>1613
4536>4113
4660>4536
4944>4660
1099=1099
3231>1099
3632>3231
4957>3632
225=225
370>225
514>370
1277>514
2108>1277
4175>2108
137=137
694>137
1523>694
4622>1523
2760=2760
130=130
4797>130
2006=2006
2170>2006
2496>2170
4570>2496
471=471
1029>471
3476>1029
897=897
1395>897
2279>1395
3892>2279
369=369
1239>369
1282>1239
1828>1282
150=150
332>150
2606>332
4959>2606
1165=1165
1889>1165
2704>1889
3023>2704
3439>3023
582=582
1078=1078
3326>1078
1435=1435
4818>1435
2630=2630
2635>2630
4583>2635
228=228
824>228
1378>824
2202>1378
118=118
868=868
3271>868
1377=1377
3760>1377
3845>3760
1780=1780
3442=3442
3604>3442
4441>3604
4665>4441
194=194
3331>194
3778>3331
3952>3778
245=245
3493>245
3864>3493
208=208
968>208
1034>968
733=733
2324>733
2407>2324
1880=1880
2860>1880
207=207
3541=3541
1562=1562
2053>1562
2133>2053
1116=1116
2950>1116
3920>2950
2358=2358
4427>2358
563=563
2190>563
992=992
1086>992
1189=1189
61=61
830>61
2024>830
727=727
1171>727
2706>1171
4043>2706
4591>4043
33=33
1611>33
2336>1611
3243>2336
3520>3243
618=618
3691>618
4701>3691
4911>4701
1782=1782
2131=2131
3873>2131
3194=3194
4375>3194
2834=2834
3728=3728
3338=3338
4058=4058
2089=2089
445=445
1129=1129
904=904
1593>904
4630>1593
2976=2976
835=835
986>835
2409>986
3096=3096
4986>3096
3162=3162
3166>3162
4593>3166
3284=3284
699=699
2234>699
4108>2234
3431=3431
246=246
418>246
849>418
1561>849
1053=1053
1761>1053
2169>1761
2515>2169
2577>2515
473=473
1546>473
2214>1546
1047=1047
1496>1047
3160>1496
3877>3160
1972=1972
1142=1142
2261>1142
2805>2261
71=71
244>71
1811>244
2363>1811
3378=3378
1467=1467
2309>1467
2252=2252
3469>2252
2717=2717
2822>2717
3108=3108
2813=2813
63=63
1887>63
3826=3826
863=863
1096=1096
760=760
3466>760
1948=1948
2513>1948
3562>2513
77=77
2249>77
2920=2920
1205=1205
1603>1205
3408>1603
3597>3408
4199>3597
4564>4199
4613>4564
1012=1012
3267>1012
2599=2599
278=278
310>278
482>310
991>482
1444>991
2314>1444
3472>2314
4792>3472
2923=2923
455=455
876>455
1353>876
4921>1353
1212=1212
1960>1212
2837>1960
3825>2837
319=319
3593>319
279=279
4296>279
4371>4296
531=531
1323>531
1917>1323
2587>1917
3620>2587
4721>3620
1016=1016
3277>1016
3857>3277
4304>3857
345=345
2455>345
2700>2455
3743>2700
4981>3743
2551=2551
2435=2435
2471>2435
2526=2526
72=72
1038>72
4836>1038
1588=1588
2225>1588
2431>2225
2765>2431
3407>2765
3527>3407
1161=1161
1327>1161
2345>1327
3968>2345
4780>3968
4853>4780
1607=1607
318=318
4233>318
159=159
2744>159
4746>2744
58=58
1475>58
1929>1475
4811>1929
1140=1140
1349>1140
4069>1349
1755=1755
13=13
538>13
4774>538
1785=1785
3247>1785
3951=3951
1082=1082
1181>1082
1261>1181
1654>1261
3280>1654
4003>3280
4253>4003
3168=3168
2325=2325
386=386
1193>386
2723>1193
4559>2723
62=62
1847>62
4467>1847
1367=1367
2139>1367
3285=3285
4024>3285
1017=1017
3061>1017
4650=4650
2174=2174
2177>2174
3047>2177
3148>3047
3330>3148
4874>3330
900=900
1802>900
178=178
4059>178
308=308
972>308
1612>972
4948=4948
3594=3594
3281=3281
4844>3281
999=999
1881>999
2390>1881
2400>2390
1315=1315
2189>1315
3771>2189
700=700
2245>700
3133>2245
4448>3133
21=21
2003>21
2932>2003
2962>2932
4020>2962
4514>4020
1407=1407
2919>1407
267=267
457>267
2064>457
3756>2064
2718=2718
397=397
3564>397
836=836
2275>836
4235=4235
64=64
866>64
2633>866
2905>2633
4356>2905
2034=2034
1989=1989
3816>1989
4316>3816
4859>4316
4162=4162
3464=3464
3798>3464
4295>3798
2105=2105
4815>2105
300=300
745=745
1695>745
3301>1695
4527>3301
911=911
517=517
2175>517
3456>2175
3492>3456
1223=1223
3393>1223
2643=2643
960=960
1391>960
1915>1391
3216>1915
3292>3216
4083>3292
4293>4083
1337=1337
3634=3634
4752=4752
163=163
822>163
720=720
1257>720
3480>1257
3967>3480
4923>3967
1410=1410
535=535
981=981
1054>981
3131>1054
485=485
1981>485
2378>1981
2826>2378
2904>2826
3909>2904
2423=2423
2446>2423
4078=4078
1869=1869
4848=4848
3552=3552
796=796
2021>796
315=315
2288>315
2830>2288
3001>2830
2295=2295
3759>2295
1447=1447
1863>1447
32=32
721>32
4183=4183
424=424
2602>424
3220>2602
3690>3220
4478=4478
1851=1851
2481>1851
3045>2481
4416>3045
4563>4416
1805=1805
4359>1805
1488=1488
2417=2417
3939=3939
459=459
1839>459
493=493
3427>493
3430>3427
1143=1143
1172=1172
1616=1616
2715=2715
122=122
687>122
2192=2192
2468=2468
4499=4499
2926=2926
2033=2033
4167>2033
1304=1304
1124=1124
1742=1742
2353>1742
4664>2353
4929>4664
2359=2359
1778=1778
2129>1778
2482=2482
4333>2482
4505=4505
4899>4505
2432=2432
2555=2555
3960>2555
4592>3960
1236=1236
1424>1236
367=367
3436>367
1521=1521
3912>1521
4468>3912
1642=1642
3820>1642
4703=4703
214=214
1379>214
3487>1379
3764>3487
4252>3764
4809>4252
2014=2014
2628>2014
3089>2628
234=234
2534>234
3290>2534
3791>3290
4439>3791
4939>4439
3943=3943
4271>3943
4016=4016
1946=1946
3843>1946
4705>3843
3531=3531
3828>3531
1422=1422
3=3
1877>3
3453>1877
750=750
3328>750
3377>3328
3922>3377
749=749
3859>749
465=465
