epoch,time,train_loss,val_loss
0,7.049571514129639,395.1020920493386,183.23580017089844
1,6.362231016159058,174.5614436756481,86.26840515136719
2,6.344279766082764,116.29784618724476,70.11335220336915
3,6.68333625793457,95.8883511803367,61.89514999389648
4,6.42154598236084,85.45739850130948,57.21445541381836
5,6.359362363815308,77.0059364492243,53.82735061645508
6,6.250297784805298,70.41426103765315,51.166272735595705
7,6.266220569610596,64.65963606400923,47.651685333251955
8,6.327280282974243,59.37691207365556,47.40645980834961
9,6.268043518066406,54.43848098408092,42.668183135986325
10,6.209181785583496,50.444182179190896,41.07948760986328
11,6.207712411880493,46.79838141528043,39.92801704406738
12,6.0808265209198,44.262784784490414,39.242266464233396
13,6.099538087844849,41.158887993205674,38.426364517211915
14,6.230281829833984,39.77125258879228,37.28122138977051
15,6.106526613235474,37.422766338695176,36.03953323364258
16,6.200725793838501,35.83985658125444,34.199412155151364
17,6.091100215911865,34.357234564694494,33.062645721435544
18,6.10302734375,33.19448668306524,31.792355728149413
19,6.109262228012085,31.763016484000467,30.26974411010742
20,6.174604654312134,30.69906321438876,28.942045211791992
21,6.324286699295044,29.345971671017733,27.463406372070313
22,6.133355617523193,28.217252644625578,26.672059631347658
23,6.111542224884033,27.135095076127485,26.11424865722656
24,6.042375802993774,26.025641571391713,25.040474700927735
25,6.430541753768921,25.17568622935902,24.251401519775392
26,6.325674057006836,24.409835945476186,23.699585342407225
27,6.326187372207642,23.59241602637551,22.837404251098633
28,6.197611331939697,22.870590361681852,21.879947662353516
29,6.234840154647827,22.14947201988914,21.39161911010742
30,6.208127021789551,21.473511132326994,20.652137756347656
31,6.2801713943481445,20.88351652838967,19.97316665649414
32,6.293417692184448,20.31063105843284,19.51781349182129
33,6.3627543449401855,19.69425678253174,18.815117835998535
34,6.395280122756958,19.069584239612926,18.451606369018556
35,6.1669182777404785,18.39448642730713,17.844197463989257
36,6.206301689147949,17.87959022955461,17.356626319885255
37,6.205521821975708,17.36793476885015,16.995635414123534
38,6.1290283203125,16.937009247866545,16.514949798583984
39,6.164287328720093,16.435299938375298,16.04314308166504
40,6.273804426193237,15.984384081580423,15.489131355285645
41,6.413834095001221,15.577170935544101,15.126628112792968
42,6.279740571975708,15.127618226138027,14.495432662963868
43,6.291374444961548,14.643313776363026,14.022566223144532
44,6.455858945846558,14.199059443040328,13.433905029296875
45,6.415926456451416,13.77594752745195,13.132803916931152
46,6.490365028381348,13.405610247091813,12.644399833679199
47,6.455715179443359,12.956640525297685,12.387919807434082
48,6.449724197387695,12.572153199802745,11.944894981384277
49,6.424117803573608,12.24069788239219,11.72246036529541
