epoch,time,train_loss,val_loss,train_loss_q,train_loss_reg,val_loss_q,val_loss_reg
0,18.163808345794678,372.5176570198753,99.20859985351562,369.75452995300293,2.763127349317074,98.35751342773438,0.8510843276977539
1,17.032944440841675,124.81696371598677,73.4885467529297,124.46166229248047,0.3553011142984226,72.70781707763672,0.7807301878929138
2,17.006927967071533,99.87702863866633,61.85098419189453,99.4143399325284,0.46268750189549546,61.27140808105469,0.5795760750770569
3,16.87773823738098,81.99653868241744,60.43654174804688,81.6846029108221,0.31193614899611305,60.31144027709961,0.12510158717632294
4,16.925193786621094,68.82108749042858,51.19860687255859,68.47891287370162,0.34217509847473015,50.63881225585938,0.5597954571247101
5,16.791947603225708,56.3320858261802,45.59608039855957,56.04934588345614,0.28273991639302537,45.216454315185544,0.3796257436275482
6,16.902049779891968,49.6726786440069,42.73058242797852,49.49693996256048,0.17573876862672355,42.65296401977539,0.07761741727590561
7,16.835349559783936,44.82955858924172,40.86540336608887,44.650442990389735,0.179115465130936,40.59026679992676,0.27513652443885805
8,16.793152332305908,40.81795727122914,40.01041221618652,40.528825933283024,0.28913135352459823,39.764067840576175,0.24634387195110322
9,16.814737558364868,36.648246635090224,37.94710426330566,36.26554398103194,0.38270262137732725,37.385719299316406,0.5613853812217713
10,16.894399404525757,33.42661796916615,35.72712440490723,33.03857404535467,0.38804384117776697,35.22604331970215,0.5010817229747773
11,16.52604031562805,30.359421469948508,33.105564498901366,29.88939402320168,0.47002746706659143,32.53844947814942,0.5671146988868714
12,17.020125150680542,27.848197265104815,30.272914123535156,27.352027329531584,0.4961700757796114,29.768859481811525,0.5040547847747803
13,16.73033332824707,25.85461087660356,26.628031158447264,25.233078132976186,0.621532719920982,26.006772232055663,0.6212591052055358
14,16.875361919403076,24.193150585347954,24.241646194458006,23.4367741021243,0.756376557729461,23.442115020751952,0.7995312452316284
15,16.90062189102173,22.638939358971335,22.979244232177734,21.761207710612904,0.8777319206432863,22.151256561279297,0.8279876589775086
16,16.895931005477905,21.364222678271208,20.929914474487305,20.43984900821339,0.9243737716566433,19.991439437866212,0.938475239276886
17,16.82358407974243,19.970405621962115,19.280905532836915,19.11475192416798,0.855653619224375,18.550934028625488,0.729971444606781
18,16.81866955757141,18.730709596113726,17.826231384277342,17.93201173435558,0.7986978075721047,17.29332103729248,0.5329104781150817
19,16.958763360977173,17.47536674412814,16.683715057373046,16.902773185209796,0.5725935555317185,16.31678352355957,0.3669318437576294
20,16.8340847492218,16.199556697498668,15.191011238098145,15.770123265006326,0.429433425380425,15.027414321899414,0.1635969892144203
21,16.937066316604614,15.209196177395908,14.232992172241211,14.98500919342041,0.22418706885284997,14.196133995056153,0.03685819134116173
22,16.9735107421875,14.403037006204778,13.558278656005859,14.087351842360063,0.31568514424460853,13.263062286376954,0.2952166646718979
23,16.908890962600708,13.692408951846035,12.85615348815918,13.384186332876032,0.3082225813784383,12.705577659606934,0.15057597160339356
24,16.785908460617065,13.010773366147822,12.269578170776366,12.75474494153803,0.2560284859077497,12.091063499450684,0.17851463854312896
25,16.851324558258057,12.561254067854447,12.117651176452636,12.311157681725241,0.25009641754017636,11.690640068054199,0.4270110547542572
26,16.875609397888184,12.148299022154374,11.740400695800782,11.828330180861734,0.31996886703101074,11.438274383544922,0.30212622284889223
27,16.814749479293823,11.756611520593816,11.448431968688965,11.45778745954687,0.29882405156439,11.071376609802247,0.37705525755882263
28,16.84821391105652,11.371244408867575,11.040425491333007,11.072704824534329,0.29853959152982995,10.700127410888673,0.3402981162071228
29,16.924034595489502,10.899236158891158,10.753801155090333,10.643205100839788,0.25603104497052054,10.55967674255371,0.19412434101104736
30,16.87337851524353,10.649022665890781,10.509520339965821,10.41357637535442,0.2354462645439939,10.323557281494141,0.18596285879611968
31,16.814871549606323,10.220599976452915,10.3604736328125,10.055071971633218,0.1655279985121028,10.126714515686036,0.2337590217590332
32,16.928048610687256,9.98628154667941,10.504426193237304,9.77827740799297,0.20800415316427295,10.15747013092041,0.34695611596107484
33,16.901077270507812,9.867797656492753,10.367341995239258,9.519052494655956,0.3487451526929032,10.028961181640625,0.3383809208869934
34,16.796816110610962,9.774438261985779,10.386124801635741,9.33427585255016,0.44016245075247507,10.118125915527344,0.26799891591072084
35,16.701476335525513,9.596089460633017,10.24232063293457,9.155256119641392,0.4408333386209878,9.853192710876465,0.38912801146507264
36,16.78221368789673,9.467102235013789,10.303893661499023,8.831845998764038,0.6352562626654451,9.702374076843261,0.6015195727348328
37,16.753381729125977,9.421264204111965,10.451066970825195,8.617110458287327,0.8041537295688282,9.626525592803954,0.8245413064956665
38,16.780784368515015,9.493709336627614,10.586764335632324,8.407532659443943,1.0861767056313427,9.45315761566162,1.133606743812561
39,16.766120672225952,9.467188791795211,10.669462394714355,8.241429924964905,1.2257588397372852,9.513545608520507,1.1559170365333558
40,16.844606637954712,9.497258511456577,10.758709526062011,8.105823668566616,1.3914348564364694,9.364727020263672,1.393982481956482
41,16.787317752838135,9.428963607007807,10.346283340454102,7.954773393544284,1.4741902134635232,9.017521286010743,1.328762125968933
42,16.888261556625366,9.372198798439719,10.323827362060547,7.774423631754789,1.5977751287547024,8.824602127075195,1.4992252826690673
43,16.84935164451599,9.315012769265609,10.279578399658202,7.618701317093589,1.6963114630092273,8.61379632949829,1.6657819986343383
44,16.65881609916687,9.231634291735562,10.113075065612794,7.468235546892339,1.763398758389733,8.425473022460938,1.6876019477844237
45,16.732391119003296,9.12086529081518,10.178334617614746,7.3234124400398946,1.7974527640776201,8.357893371582032,1.820441222190857
46,16.727975845336914,9.070961919697849,9.903013801574707,7.193555691025474,1.8774062340909785,8.104130458831786,1.7988834142684937
47,16.72436761856079,8.94572155042128,9.775166511535645,7.076906832781705,1.868814690546556,7.908707141876221,1.8664593696594238
48,16.739630460739136,8.899733944372697,9.612743473052978,6.955288540233266,1.9444454501975665,7.757651519775391,1.8550921201705932
49,16.8446044921875,8.765290628780019,9.55641040802002,6.836003281853416,1.9292873225428842,7.59723129272461,1.9591792106628418
